company_name,company_key,domain,company_careers_url,detected_ats,discovery_status,source_count,validated_source_count,polled_source_count,connectors,source_types,jobs_created_total,jobs_accepted_total,retained_live_total,last_successful_poll_at,from_csv_seed,sample_source_urls,regionPriority,priorityTier,research_notes,candidate_origin_files,dedupe_basis,normalizedCompanyKey,normalizedCareersUrl,decision
Healthy.io,healthyio,healthy.io,https://healthy.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://healthy.io/careers,Global,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,healthyio,https://healthy.io/careers,duplicate_existing_seed_csv
Mesh Payments,meshpayments,meshpayments.com,https://www.meshpayments.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.meshpayments.com/careers,Global,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,meshpayments,https://meshpayments.com/careers,duplicate_existing_seed_csv
Nanox,nanox,nanox.vision,https://www.nanox.vision/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.nanox.vision/careers,Global,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,nanox,https://nanox.vision/careers,duplicate_existing_seed_csv
Nexar,nexar,getnexar.com,https://www.getnexar.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.getnexar.com/careers,Global,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,nexar,https://getnexar.com/careers,duplicate_existing_seed_csv
TytoCare,tytocare,tytocare.com,https://www.tytocare.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.tytocare.com/careers,Global,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,tytocare,https://tytocare.com/careers,duplicate_existing_seed_csv
Albert,albert,albert.com,https://albert.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://albert.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,albert,https://albert.com/careers,duplicate_existing_seed_csv
Atomwise,atomwise,atomwise.com,https://www.atomwise.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.atomwise.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,atomwise,https://atomwise.com/careers,duplicate_existing_seed_csv
AxleHire,axlehire,axlehire.com,https://www.axlehire.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.axlehire.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,axlehire,https://axlehire.com/careers,duplicate_existing_seed_csv
Beyond Identity,beyondidentity,beyondidentity.com,https://www.beyondidentity.com/company/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.beyondidentity.com/company/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,beyondidentity,https://beyondidentity.com/company/careers,duplicate_existing_seed_csv
BlocPower,blocpower,blocpower.io,https://www.blocpower.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.blocpower.io/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,blocpower,https://blocpower.io/careers,duplicate_existing_seed_csv
ButcherBox,butcherbox,butcherbox.com,https://www.butcherbox.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.butcherbox.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,butcherbox,https://butcherbox.com/careers,duplicate_existing_seed_csv
Carbon Robotics,carbonrobotics,carbonrobotics.com,https://carbonrobotics.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://carbonrobotics.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,carbonrobotics,https://carbonrobotics.com/careers,duplicate_existing_seed_csv
CarbonCure,carboncure,carboncure.com,https://www.carboncure.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.carboncure.com/careers/,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,carboncure,https://carboncure.com/careers,duplicate_existing_seed_csv
Carrum Health,carrumhealth,carrumhealth.com,https://www.carrumhealth.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.carrumhealth.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,carrumhealth,https://carrumhealth.com/careers,duplicate_existing_seed_csv
Cerebral,cerebral,cerebral.com,https://cerebral.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://cerebral.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,cerebral,https://cerebral.com/careers,duplicate_existing_seed_csv
ChurnZero,churnzero,churnzero.com,https://churnzero.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://churnzero.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,churnzero,https://churnzero.com/careers,duplicate_existing_seed_csv
CleanCapital,cleancapital,cleancapital.com,https://www.cleancapital.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.cleancapital.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,cleancapital,https://cleancapital.com/careers,duplicate_existing_seed_csv
Clearcover,clearcover,clearcover.com,https://clearcover.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://clearcover.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,clearcover,https://clearcover.com/careers,duplicate_existing_seed_csv
Cloverly,cloverly,cloverly.com,https://www.cloverly.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.cloverly.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,cloverly,https://cloverly.com/careers,duplicate_existing_seed_csv
Daily Harvest,dailyharvest,daily-harvest.com,https://www.daily-harvest.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.daily-harvest.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,dailyharvest,https://daily-harvest.com/careers,duplicate_existing_seed_csv
Dandelion Energy,dandelionenergy,dandelionenergy.com,https://dandelionenergy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://dandelionenergy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,dandelionenergy,https://dandelionenergy.com/careers,duplicate_existing_seed_csv
data.world,dataworld,data.world,https://data.world/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://data.world/careers/,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,dataworld,https://data.world/careers,duplicate_existing_seed_csv
Datafold,datafold,datafold.com,https://www.datafold.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.datafold.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,datafold,https://datafold.com/careers,duplicate_existing_seed_csv
Eppo,eppo,geteppo.com,https://www.geteppo.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.geteppo.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,eppo,https://geteppo.com/careers,duplicate_existing_seed_csv
Findem,findem,findem.ai,https://www.findem.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.findem.ai/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,findem,https://findem.ai/careers,duplicate_existing_seed_csv
Fleet,fleet,fleetdm.com,https://fleetdm.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://fleetdm.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,fleet,https://fleetdm.com/careers,duplicate_existing_seed_csv
Gatik,gatik,gatik.ai,https://gatik.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://gatik.ai/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,gatik,https://gatik.ai/careers,duplicate_existing_seed_csv
Genspark,genspark,genspark.ai,https://www.genspark.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.genspark.ai/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,genspark,https://genspark.ai/careers,duplicate_existing_seed_csv
Grailed,grailed,grailed.com,https://www.grailed.com/about/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.grailed.com/about/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,grailed,https://grailed.com/about/careers,duplicate_existing_seed_csv
Great Expectations,greatexpectations,greatexpectations.io,https://greatexpectations.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://greatexpectations.io/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,greatexpectations,https://greatexpectations.io/careers,duplicate_existing_seed_csv
Height,height,height.app,https://height.app/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://height.app/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,height,https://height.app/careers,duplicate_existing_seed_csv
Kolide,kolide,kolide.com,https://www.kolide.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.kolide.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,kolide,https://kolide.com/careers,duplicate_existing_seed_csv
LevelTen Energy,leveltenenergy,leveltenenergy.com,https://www.leveltenenergy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.leveltenenergy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,leveltenenergy,https://leveltenenergy.com/careers,duplicate_existing_seed_csv
LimaCharlie,limacharlie,limacharlie.io,https://limacharlie.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://limacharlie.io/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,limacharlie,https://limacharlie.io/careers,duplicate_existing_seed_csv
Lunar Energy,lunarenergy,lunarenergy.com,https://www.lunarenergy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.lunarenergy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,lunarenergy,https://lunarenergy.com/careers,duplicate_existing_seed_csv
M1 Finance,m1finance,m1.com,https://m1.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://m1.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,m1finance,https://m1.com/careers,duplicate_existing_seed_csv
NCX,ncx,ncx.com,https://ncx.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://ncx.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ncx,https://ncx.com/careers,duplicate_existing_seed_csv
NorthOne,northone,northone.com,https://www.northone.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.northone.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,northone,https://northone.com/careers,duplicate_existing_seed_csv
Novo,novo,novo.co,https://www.novo.co/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.novo.co/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,novo,https://novo.co/careers,duplicate_existing_seed_csv
OhmConnect,ohmconnect,ohmconnect.com,https://www.ohmconnect.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.ohmconnect.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ohmconnect,https://ohmconnect.com/careers,duplicate_existing_seed_csv
Outdoorsy,outdoorsy,outdoorsy.com,https://www.outdoorsy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.outdoorsy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,outdoorsy,https://outdoorsy.com/careers,duplicate_existing_seed_csv
Peek,peek,peek.com,https://www.peek.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.peek.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,peek,https://peek.com/careers,duplicate_existing_seed_csv
Plenty,plenty,plenty.ag,https://www.plenty.ag/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.plenty.ag/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,plenty,https://plenty.ag/careers,duplicate_existing_seed_csv
Raptor Maps,raptormaps,raptormaps.com,https://raptormaps.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://raptormaps.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,raptormaps,https://raptormaps.com/careers,duplicate_existing_seed_csv
Reka AI,rekaai,reka.ai,https://www.reka.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.reka.ai/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,rekaai,https://reka.ai/careers,duplicate_existing_seed_csv
Sealed,sealed,sealed.com,https://sealed.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://sealed.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sealed,https://sealed.com/careers,duplicate_existing_seed_csv
Sidecar Health,sidecarhealth,sidecarhealth.com,https://sidecarhealth.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://sidecarhealth.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sidecarhealth,https://sidecarhealth.com/careers,duplicate_existing_seed_csv
Stoke Space,stokespace,stokespace.com,https://www.stokespace.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.stokespace.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,stokespace,https://stokespace.com/careers,duplicate_existing_seed_csv
StrongDM,strongdm,strongdm.com,https://www.strongdm.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.strongdm.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,strongdm,https://strongdm.com/careers,duplicate_existing_seed_csv
Sublime Security,sublimesecurity,sublime.security,https://sublime.security/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://sublime.security/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sublimesecurity,https://sublime.security/careers,duplicate_existing_seed_csv
Teachable,teachable,teachable.com,https://teachable.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://teachable.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,teachable,https://teachable.com/careers,duplicate_existing_seed_csv
Teampay,teampay,teampay.co,https://www.teampay.co/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.teampay.co/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,teampay,https://teampay.co/careers,duplicate_existing_seed_csv
Thoropass,thoropass,thoropass.com,https://www.thoropass.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.thoropass.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,thoropass,https://thoropass.com/careers,duplicate_existing_seed_csv
Tia,tia,asktia.com,https://asktia.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://asktia.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,tia,https://asktia.com/careers,duplicate_existing_seed_csv
Totango,totango,totango.com,https://www.totango.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.totango.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,totango,https://totango.com/careers,duplicate_existing_seed_csv
Transfix,transfix,transfix.io,https://transfix.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://transfix.io/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,transfix,https://transfix.io/careers,duplicate_existing_seed_csv
Twingate,twingate,twingate.com,https://www.twingate.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.twingate.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,twingate,https://twingate.com/careers,duplicate_existing_seed_csv
Type One Energy,typeoneenergy,typeoneenergy.com,https://typeoneenergy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://typeoneenergy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,typeoneenergy,https://typeoneenergy.com/careers,duplicate_existing_seed_csv
Vitally,vitally,vitally.io,https://www.vitally.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.vitally.io/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,vitally,https://vitally.io/careers,duplicate_existing_seed_csv
Wellthy,wellthy,wellthy.com,https://wellthy.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://wellthy.com/careers,North America,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,wellthy,https://wellthy.com/careers,duplicate_existing_seed_csv
accuRx,accurx,accurx.com,https://www.accurx.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.accurx.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,accurx,https://accurx.com/careers,duplicate_existing_seed_csv
Akur8,akur8,akur8.com,https://akur8.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://akur8.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,akur8,https://akur8.com/careers,duplicate_existing_seed_csv
ANYbotics,anybotics,anybotics.com,https://www.anybotics.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.anybotics.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,anybotics,https://anybotics.com/careers,duplicate_existing_seed_csv
Anyfin,anyfin,anyfin.com,https://www.anyfin.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.anyfin.com/careers/,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,anyfin,https://anyfin.com/careers,duplicate_existing_seed_csv
Aqemia,aqemia,aqemia.com,https://www.aqemia.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.aqemia.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,aqemia,https://aqemia.com/careers,duplicate_existing_seed_csv
Banked,banked,banked.com,https://banked.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://banked.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,banked,https://banked.com/careers,duplicate_existing_seed_csv
Beekeeper,beekeeper,beekeeper.io,https://www.beekeeper.io/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.beekeeper.io/careers/,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,beekeeper,https://beekeeper.io/careers,duplicate_existing_seed_csv
Blacklane,blacklane,blacklane.com,https://www.blacklane.com/en/career/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.blacklane.com/en/career/,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,blacklane,https://blacklane.com/en/career,duplicate_existing_seed_csv
Bob W,bobw,bobw.co,https://www.bobw.co/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.bobw.co/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,bobw,https://bobw.co/careers,duplicate_existing_seed_csv
Candis,candis,candis.io,https://www.candis.io/en/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.candis.io/en/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,candis,https://candis.io/en/careers,duplicate_existing_seed_csv
Casavo,casavo,casavo.com,https://casavo.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://casavo.com/careers/,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,casavo,https://casavo.com/careers,duplicate_existing_seed_csv
CausaLens,causalens,causalens.com,https://causalens.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://causalens.com/careers,Europe,3,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,causalens,https://causalens.com/careers,duplicate_existing_seed_csv
